"statistical_year","region_abbr","inter_item_code","item_value","dm_update_time","dm_load_time"
"2012",NTW,US_TP_000009,35.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTW,US_TP_000009,55.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000001,335438.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000001,584809.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000001,818073.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000002,7573.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000002,11743.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000002,16203.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000003,4226.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000003,6234.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000003,7985.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000004,6131.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000004,12679.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000004,18466.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000005,2863.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000005,5819.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000005,9781.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000006,2181.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000006,3891.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000006,5721.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000008,44.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000008,91.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000008,114.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2012",NTE,US_TP_000009,16.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2016",NTE,US_TP_000009,24.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2024",NTE,US_TP_000009,33.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000002,23765.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000002,27023.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000003,19885.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000003,22610.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000004,22718.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000004,25584.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000005,6944.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000005,8053.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000006,4664.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000006,5283.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000008,268.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000008,275.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTW,US_TP_000009,75.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTW,US_TP_000009,83.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000002,112738.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000006,21522.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000001,3305417.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000006,18916.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000002,93348.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000008,943.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000008,875.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000001,167110.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000006,1874.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000001,23065.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000001,26249.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000001,42645.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000001,460035.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000001,489079.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000001,596788.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000002,1772.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000002,2029.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000002,2459.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000002,23476.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000002,24613.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000002,28950.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000003,363.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000003,412.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000003,460.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000003,4052.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000003,4221.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000003,4917.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000004,1607.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000004,1773.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000004,2094.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000004,13048.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000004,14209.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000004,17992.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000005,302.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000005,376.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000005,525.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000005,7305.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000005,8086.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000005,10542.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000006,325.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000006,371.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000006,448.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000006,3629.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000006,3900.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000006,5110.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000008,69.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000008,70.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000008,71.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000008,438.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000008,450.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000008,500.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKI,US_TP_000009,7.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKI,US_TP_000009,8.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKI,US_TP_000009,13.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKI,US_TP_000009,138.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKI,US_TP_000009,151.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKI,US_TP_000009,184.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000001,691446.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000001,749475.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000001,818074.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000002,14160.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000002,15118.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000002,16203.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000003,6944.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000003,7411.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000003,7985.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000004,15647.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000004,17027.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000004,18467.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000005,7537.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000005,8859.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000005,9782.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000006,4705.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000006,5202.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000006,5727.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000008,105.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000008,107.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000008,114.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTE,US_TP_000009,29.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",NTE,US_TP_000009,32.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",NTE,US_TP_000009,33.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000006,14489.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000009,297.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000009,49.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000001,111727.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000008,133.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000006,16716.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000004,4306.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000008,972.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000009,359.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000008,856.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000005,29524.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000009,348.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000006,1367.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000005,1773.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000004,53605.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000006,1537.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000001,2960394.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000001,2424957.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000003,3253.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000002,6568.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000003,2410.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000005,39408.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000002,123477.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000003,46956.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000001,3093978.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000004,51062.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000005,24259.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKSAR,US_TP_000004,65005.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000005,1250.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000009,266.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000002,101231.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000001,102008.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000009,32.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000009,284.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000002,117678.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000001,2567043.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000005,1039.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000003,38811.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000005,36854.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000008,131.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000009,31.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000008,141.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000003,43989.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000002,7393.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000001,2744641.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000003,39991.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000008,907.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000009,322.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000004,58016.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000003,2098.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000005,27539.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",HKSAR,US_TP_000002,105829.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",HKSAR,US_TP_000006,15846.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000004,61468.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000008,833.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",HKSAR,US_TP_000004,2880.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000004,47009.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000003,42222.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",HKSAR,US_TP_000006,20343.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",HKSAR,US_TP_000003,36597.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",HKSAR,US_TP_000004,3291.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKSAR,US_TP_000005,34289.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",HKSAR,US_TP_000002,9376.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000001,561797.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000001,632137.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000002,27563.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000002,30054.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000003,4656.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000003,5213.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000004,16465.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000004,18994.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000005,9627.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000005,11312.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000006,4658.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000006,5448.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000008,474.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000008,518.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2021",HKI,US_TP_000009,170.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2025",HKI,US_TP_000009,195.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000001,838831.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000002,43200.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000003,9716.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000004,1581.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000005,7473.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000006,3667.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000008,53.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",K,US_TP_000009,42.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000001,29318.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000001,30815.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000001,614021.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000002,903.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000002,953.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000002,12753.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000003,334.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000003,367.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000003,6521.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000004,540.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000004,622.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000004,13794.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000005,291.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000005,332.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000005,6449.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000006,505.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000006,553.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000006,4251.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000008,18.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000008,19.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000008,96.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTE,US_TP_000009,5.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTE,US_TP_000009,5.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTE,US_TP_000009,25.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000001,692667.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000002,22930.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000003,19020.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000004,21537.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000005,5968.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000006,4244.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000008,256.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2019",NTW,US_TP_000009,69.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTW,US_TP_000005,383.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTW,US_TP_000005,4806.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTW,US_TP_000005,5661.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTW,US_TP_000005,7418.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTW,US_TP_000006,332.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTW,US_TP_000006,388.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTW,US_TP_000006,505.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTW,US_TP_000006,3701.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTW,US_TP_000006,4048.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTW,US_TP_000006,4944.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTW,US_TP_000008,42.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2004",NTW,US_TP_000008,42.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2006",NTW,US_TP_000008,48.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2017",NTW,US_TP_000008,247.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2018",NTW,US_TP_000008,253.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2022",NTW,US_TP_000008,272.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2003",NTW,US_TP_000009,11.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2011",HKI,US_TP_000008,355.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2023",HKI,US_TP_000008,517.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000002,17052.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",K,US_TP_000002,23983.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000003,3507.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",K,US_TP_000003,5497.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000004,526.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",K,US_TP_000004,833.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000005,1719.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2013",K,US_TP_000005,3006.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
"2010",K,US_TP_000006,966.00000,2026-08-14 14:43:26.118,2026-08-14 14:43:26.118
