"installation_id","region_abbr","wtw_name_en","wtw_name_cn","wtw_name_tc","tag_name_en","tag_name_cn","tag_name_tc","units","water_type_code","category","tag_type","dim_update_time","dim_load_time"
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Final_Water_pH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,Dosing_Final_Water_Fluoride_Residual,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW019,HKI,Cheung Sha Water Treatment Works,长沙滤水厂,長沙濾水廠,CS_RAWWATER_TODAY_FLOW,原水当天累计流量,原水當天累計流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPakKongAUSR_HartFlow,实时流量,實時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,HVDeliveryFlowMeter_HartFlow,总出水量-3个出水口出水量总数-备用,總出水量-3個出水口出水量總數-備用,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_FinalRawWater_pH_PH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_FinalRawWater_ResChlorine_ResidualChlorine,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToTuiMinHoiSaiKungSR_HartFlow,实时流量,實時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,HVDeliveryFlowMeter_Acc_Total,总出水量 3个出水口出水量总数,總出水量 3個出水口出水量總數,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,HVDeliveryFlowMeter_Flow,总出水量 3个出水口出水量总数,總出水量 3個出水口出水量總數,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPakKongAUSR_Acc_Total,总流量,總流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPakKongAUSR_Flow,备用,備用,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPlantService_Acc_Total,总流量,總流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPlantService_Flow,备用,備用,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToPlantService_HartFlow,实时流量,實時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToTuiMinHoiSaiKungSR_Acc_Total,总流量,總流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,DeliveryFlowToTuiMinHoiSaiKungSR_Flow,备用,備用,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow900_HartFlow,万宜水库入水瞬时流量,萬宜水庫入水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_High_Island_Raw_pH_PH,原水水质PH(万宜),原水水質PH(萬宜),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_High_Island_Raw_Turbidity_Turbidity,原水水质浊度(万宜),原水水質濁度(萬宜),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_HighIsd_Press_Press,万宜水库入厂水压力,萬宜水庫入廠水壓力,m,WT_RW_000001,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_HighIsd_Press_Press_Hi_SP2,万宜水库入厂水过压报警,萬宜水庫入廠水過壓報警,,WT_RW_000001,ALARM,ALARM,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Plover_Cover_Raw_pH_PH,原水水质PH(船湾),原水水質PH(船灣),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Plover_Cover_Raw_Turbidity_Turbidity,原水水质浊度(船湾),原水水質濁度(船灣),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_RawWater_TotalFlow_Acc_Total,三个口径入水总量,三個口徑入水總量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_RawWater_TotalFlow_Flow,三个口径入水瞬时流量(备用),三個口徑入水瞬時流量(備用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_RawWater_TotalFlow_HartFlow,三个口径入水瞬时流量(主用),三個口徑入水瞬時流量(主用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_TreatWaterReservoir1_Level_Level,清水池水位,清水池水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_TreatWaterReservoir2_Level_Level,清水池水位,清水池水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1800_HartFlow,船湾入水瞬时流量(主用),船灣入水瞬時流量(主用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow900_Acc_Total,万宜水库入水总流量 900是管径,萬宜水庫入水總流量 900是管徑,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow900_Flow,万宜水库入水瞬时流量(备用),萬宜水庫入水瞬時流量(備用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_FinalRawWater_Turbidity_Turbidity,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_Acc_Total,万宜水库入水总流量 1600是管径,萬宜水庫入水總流量 1600是管徑,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_Flow,万宜水库入水瞬时流量(备用),萬宜水庫入水瞬時流量(備用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1600_HartFlow,万宜水库入水瞬时流量(主用),萬宜水庫入水瞬時流量(主用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1800_Acc_Total,船湾入水总流量-1800是管径,船灣入水總流量-1800是管徑,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_Flow1800_Flow,船湾入水瞬时流量(备用),船灣入水瞬時流量(備用),MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW020,NTE,Pak Kong Water Treatment Works,北港滤水厂,北港濾水廠,PK_FinalRawWater_Fluoride_Fluoride,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW027,NTW,Ngau Tam Mei WTW,牛潭尾滤水厂,牛潭尾濾水廠,TreatedWater_DeliveryPressure2_Pressure,食水压力2,食水壓力2,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW027,NTW,Ngau Tam Mei WTW,牛潭尾滤水厂,牛潭尾濾水廠,Treated_Water_Chlorine_Chlorine,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW027,NTW,Ngau Tam Mei WTW,牛潭尾滤水厂,牛潭尾濾水廠,Treated_Water_pH_pH,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW027,NTW,Ngau Tam Mei WTW,牛潭尾滤水厂,牛潭尾濾水廠,RawWaterFlow_MLD,原水瞬时流量,原水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW027,NTW,Ngau Tam Mei WTW,牛潭尾滤水厂,牛潭尾濾水廠,TreatedWater_DeliveryPressure1_Pressure,食水压力1,食水壓力1,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_001_Value,清水池1号水位,清水池1號水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_CL_Value,食水水质余氯,食水水質餘氯,mg/L,WT_TW_000004,WATER QUALITY,CHLORINE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_pH_Value,食水水质PH,食水水質PH,,WT_TW_000004,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,Inlet_RawWater_Flow_Totalizer,累计流量,累計流量,,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_Fluoride_Value,食水水质氟,食水水質氟,mg/L,WT_TW_000004,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_002_Value,清水池2号水位,清水池2號水位,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,FW_Flow_PV,出水瞬时流量,出水瞬時流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,Inlet_RawWater_Flow_Value,进水瞬时流量,進水瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,TreatedWaterReservoir_Turbidity_Value,食水水质浊度,食水水質濁度,NTU,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW021,NTW,Au Tau  Water Treatment Works,凹头滤水厂,凹頭濾水廠,FW_DeliveryPressure_PV,压力,壓力,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW016,NTW,Tuen Mun Water Treatment Works,屯门滤水厂,屯門濾水廠,Raw_Turbidity_Turbidity,原水水质浊度,原水水質濁度,NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW016,NTW,Tuen Mun Water Treatment Works,屯门滤水厂,屯門濾水廠,Raw_pH_pH,原水水质PH,原水水質PH,,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW016,NTW,Tuen Mun Water Treatment Works,屯门滤水厂,屯門濾水廠,ClearWaterTank_Level_Level,清水池液位5期,清水池液位5期,m,WT_TW_000004,LEVEL,LEVEL,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk4_SHT_VolumeCountMonthlyS88,s88号管出厂正向流量(本月1号-当前),s88號管出廠正向流量(本月1號-當前),,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk5_SHT_AnalogCountMonthlyS89,s89号管出厂正向流量(本月1号-当前),s89號管出廠正向流量(本月1號-當前),MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Inlet_Flow_F945_TotalRevFlow,F945进水累计反向流量(开厂-当前),F945進水累計反向流量(開廠-當前),ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_InletFlow,V01进水渠正向瞬时流量,V01進水渠正向瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_VolumeCountYesterdayReverse,HF11进水渠累计反向流量(昨天9:00-今天9:00),HF11進水渠累計反向流量(昨天9:00-今天9:00),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V02_Flow_TodayRevFlow,V02进水渠今天反向流量,V02進水渠今天反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_VolumeCountYesterday,HF11进水渠累计正向流量(昨天9:00-今天9:00),HF11進水渠累計正向流量(昨天9:00-今天9:00),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,NW_RawWater_SHT_Raw_Water2_Turbidity,原水水质浊度(下城门水库),原水水質濁度(下城門水庫),NTU,WT_RW_000001,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk5_SHT_VolumeCountMonthlyS89,s89号管出厂正向流量(本月1号-当前),s89號管出廠正向流量(本月1號-當前),,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk4_SHT_AnalogCountLastMonthS88,s88号管上月出厂正向流量,s88號管上月出廠正向流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk4_SHT_VolumeCountMonthlyS88_Reverse,s88号管出厂反向流量(本月1号-当前),s88號管出廠反向流量(本月1號-當前),,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF1Flow_VolumeCountYesterday,HF1进水渠累计正向流量(昨天9:00-今天9:00),HF1進水渠累計正向流量(昨天9:00-今天9:00),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,NW_RawWater_SHT_Raw_Water2_pH,原水水质PH(下城门水库),原水水質PH(下城門水庫),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V02_Flow_TodayFlow,V02进水渠今天正向流量,V02進水渠今天正向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Inlet_Flow_F945_TodayRevFlow,F945进水今天反向流量,F945進水今天反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk5_SHT_AnalogCountTotalS89,s89号管出厂累计正向流量,s89號管出廠累計正向流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Inlet_Flow_F945_MonthRevFlow,F945进水本月反向流量,F945進水本月反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_TotalFlow,V01进水渠累计正向流量(开厂-当前),V01進水渠累計正向流量(開廠-當前),ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Inlet_Flow_F945_LastMonthFlow,F945进水上个月正向流量,F945進水上個月正向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,NW_FinalWater_SHT_N_Final_Water_Turbidity,食水水质浊度(北厂泵后),食水水質濁度(北廠泵後),,WT_TW_000004,WATER QUALITY,TURBIDITY,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_MonthRevFlow,V01进水渠本月反向流量,V01進水渠本月反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_VolumeCountTotalReverse,HF11进水渠累计反向流量(开厂-当前),HF11進水渠累計反向流量(開廠-當前),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,SIPanel1_SHT_DeliveryPressureForPump12T14,出水管泵站12-14出水压力,出水管泵站12-14出水壓力,m,WT_TW_000004,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk4_SHT_VolumeCountLastDayS88,s88号管昨天出厂正向流量,s88號管昨天出廠正向流量,ML,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk4_SHT_VolumeCountTotalS88,s88号管出厂累计正流量,s88號管出廠累計正流量,,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_VolumeCountTotal,HF11进水渠累计正向流量(开厂-当前),HF11進水渠累計正向流量(開廠-當前),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Raw_RawWater_SHT_Raw_Water_Fl2,原水水质氟(万宜水库),原水水質氟(萬宜水庫),,WT_RW_000001,WATER QUALITY,FLUORIDE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_FLow,HF11进水渠正向瞬时流量,HF11進水渠正向瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk5_SHT_DeliveryFlowKioskS89_Reverse,s89号管出厂瞬时反向流量,s89號管出廠瞬時反向流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Inlet_Flow_F945_YesterdayRevFlow,F945进水累计反向流量(昨天9:00-今天9:00),F945進水累計反向流量(昨天9:00-今天9:00),ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_LastMonthFlow,V01进水渠上个月正向流量,V01進水渠上個月正向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HV_Valve_Outlet_Pressure_11_Pressure,进水管泵站11泵后出水压力,進水管泵站11泵後出水壓力,m,WT_RW_000001,PRESSURE,PRESSURE,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_TodayRevFlow,V01进水渠今天反向流量,V01進水渠今天反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_VolumeCountTodayReverse,HF11进水渠今天反向流量,HF11進水渠今天反向流量,,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V02_Flow_MonthRevFlow,V02进水渠本月反向流量,V02進水渠本月反向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,FlowKiosk5_SHT_AnalogCountLastDayS89,s89号管昨天出厂正向流量,s89號管昨天出廠正向流量,MLD,WT_TW_000004,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V02_Flow_TotalFlow,V02进水渠累计正向流量(开厂-当前),V02進水渠累計正向流量(開廠-當前),ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF11Flow_FlowReverse,HF11进水渠反向瞬时流量,HF11進水渠反向瞬時流量,MLD,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V02_Flow_LastMonthFlow,V02进水渠上个月正向流量,V02進水渠上個月正向流量,ML,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,V01_Flow_YesterdayFlow,V01进水渠累计正向流量(昨天9:00-今天9:00),V01進水渠累計正向流量(昨天9:00-今天9:00),,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,Raw_RawWater_SHT_Raw_Water_pH,原水水质PH(万宜水库),原水水質PH(萬宜水庫),,WT_RW_000001,WATER QUALITY,PH,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
TW013,NTE,Sha Tin Water Treatment Works,沙田滤水厂,沙田濾水廠,HF1Flow_VolumeCountMonthlyReverse,HF1进水渠本月反向流量,HF1進水渠本月反向流量,,WT_RW_000001,FLOW,FLOW,2026-09-21 15:47:00.353,2026-09-21 15:47:00.353
