"statistical_month","i_code","tw_name_en","tw_name_tc","tw_name_cn","region_code","water_type_code","water_type_en","water_type_tc","water_type_cn","qualification_rate","dm_update_time","dm_load_time"
"202205",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,98.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202207",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202402",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,98.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202502",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202303",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,93.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202205",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202311",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202112",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,96.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202506",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202409",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202109",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,93.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202305",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,91.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202110",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,93.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202406",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,95.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202404",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,97.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202106",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202303",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,95.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202111",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,98.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202206",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202505",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202411",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202204",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202306",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202503",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202206",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202406",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202111",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,92.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202112",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,94.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202212",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202505",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,92.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202311",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202407",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202412",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,90.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202203",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202505",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202411",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202110",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,97.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202502",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,97.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202411",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202504",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,97.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202311",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202207",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202409",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,99.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202305",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202407",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202210",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,90.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202204",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,93.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202410",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202111",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,99.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202301",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202504",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202304",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202404",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202305",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,91.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202306",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,97.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202101",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,99.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202403",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202507",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,96.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202310",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,92.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202109",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,94.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202403",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202303",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,99.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202211",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202109",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,92.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202406",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202403",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202211",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,93.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202409",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202509",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,94.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202208",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,96.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202207",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202103",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,90.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202110",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,95.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202310",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,96.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202404",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202204",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,99.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202107",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202406",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,98.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202304",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202108",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,97.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202304",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,97.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202411",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202208",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202407",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202302",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202312",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202108",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202404",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,93.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202103",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,99.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202508",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202106",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202206",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,97.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202409",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,98.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202505",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,97.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202210",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,97.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202310",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202308",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,98.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202105",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202106",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,95.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202405",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,92.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202501",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,90.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202101",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202304",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,92.90000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202309",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,96.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202405",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202209",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,92.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202501",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202107",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,96.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202505",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,95.00000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202108",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,95.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202111",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202101",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202204",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,96.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202307",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,99.70000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202412",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.10000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202408",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202312",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000002,Dosed Water,投藥水,投药水,94.30000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202205",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,92.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202202",TW015,Red Hill Water Treatment Works,紅山濾水廠,红山滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.20000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202303",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,96.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202306",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.40000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202503",TW011,Tai O Water Treatment Works,大澳濾水廠,大澳滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,92.50000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202201",TW025,Siu Ho Wan Water Treatment Works,小蠔灣濾水廠,小蚝湾滤水厂,RG_SR_000001,WT_TW_000003,Filtered Water,過濾水,过滤水,96.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202412",TW019,Cheung Sha Water Treatment Works,長沙濾水廠,长沙滤水厂,RG_SR_000001,WT_RW_000001,Raw Water,原水,原水,99.80000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
"202403",TW009,Silver Mine Bay Water Treatment Works,銀礦灣濾水廠,银矿湾滤水厂,RG_SR_000001,WT_TW_000004,Final Water,出廠水,出厂水,99.60000,2025-11-26 10:09:58.985,2025-11-26 10:09:58.985
